app.update.complete-toast.title	Version {version} was successfully installed!	App.vue
app.default-instance.disable-lwjgl.description	Disable the LWJGL unsafe agent that patches FFM API performance issues.	components\ui\settings\DefaultInstanceSettings.vue
app.home-settings.title	Home page customization	components\ui\settings\HomeSettings.vue
app.home-settings.description	Toggle which sections appear on the Home page.	components\ui\settings\HomeSettings.vue
app.home-settings.jump-back-in.title	Jump back in	components\ui\settings\HomeSettings.vue
app.home-settings.jump-back-in.description	Shows recently played worlds and instances.	components\ui\settings\HomeSettings.vue
app.home-settings.discover-modpacks.title	Discover a modpack	components\ui\settings\HomeSettings.vue
app.home-settings.discover-modpacks.description	Shows popular modpacks from Modrinth.	components\ui\settings\HomeSettings.vue
app.home-settings.discover-mods.title	Discover mods	components\ui\settings\HomeSettings.vue
app.home-settings.discover-mods.description	Shows popular mods from Modrinth.	components\ui\settings\HomeSettings.vue
app.home-settings.update-reminders.title	Game update reminders	components\ui\settings\HomeSettings.vue
app.home-settings.update-reminders.description	Shows instances with available modpack or mod updates.	components\ui\settings\HomeSettings.vue
app.home-settings.system-status.title	System status & quick actions	components\ui\settings\HomeSettings.vue
app.home-settings.system-status.description	Shows Java installations, system memory, and quick launch actions.	components\ui\settings\HomeSettings.vue
app.home-settings.recent-screenshots.title	Recent screenshots	components\ui\settings\HomeSettings.vue
app.home-settings.recent-screenshots.description	Shows recent screenshots from all instances.	components\ui\settings\HomeSettings.vue
app.home-settings.random-mods.title	Random mod spotlight	components\ui\settings\HomeSettings.vue
app.home-settings.random-mods.description	Shows a random mod recommendation each time you open Home.	components\ui\settings\HomeSettings.vue
app.java-settings.java-location	Java {version} location	components\ui\settings\JavaSettings.vue
app.language-settings.language	Language	components\ui\settings\LanguageSettings.vue
app.privacy-settings.personalized-ads	Personalized ads	components\ui\settings\PrivacySettings.vue
app.privacy-settings.personalized-ads.desc	Modrinth's ad provider, Aditude, shows ads based on your preferences. By disabling this option, you opt out and ads will no longer be shown based on your interests.	components\ui\settings\PrivacySettings.vue
app.privacy-settings.telemetry	Telemetry	components\ui\settings\PrivacySettings.vue
app.privacy-settings.telemetry.desc	Modrinth collects anonymized analytics and usage data to improve our user experience and customize your experience. By disabling this option, you opt out and your data will no longer be collected.	components\ui\settings\PrivacySettings.vue
app.privacy-settings.discord-rpc	Discord RPC	components\ui\settings\PrivacySettings.vue
app.privacy-settings.discord-rpc.desc	Manages the Discord Rich Presence integration. Disabling this will cause 'Modrinth' to no longer show up as a game or app you are using on your Discord profile.	components\ui\settings\PrivacySettings.vue
app.privacy-settings.discord-rpc.note	Note: This will not prevent any instance-specific Discord Rich Presence integrations, such as those added by mods. (app restart required to take effect)	components\ui\settings\PrivacySettings.vue
app.privacy-settings.disabled-in-build	Disabled in this build	components\ui\settings\PrivacySettings.vue
app.resource-management.app-directory.title	App directory	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.app-directory.description	The directory where the launcher stores all of its files. Changes will be applied after restarting the launcher.	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.purge-cache.confirm-title	Are you sure you want to purge the cache?	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.purge-cache.confirm-description	If you proceed, your entire cache will be purged. This may slow down the app temporarily.	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.purge-cache.button	Purge cache	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.app-cache.title	App cache	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.app-cache.description	The Modrinth app stores a cache of data to speed up loading. This can be purged to force the app to reload data. This may slow down the app temporarily.	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.game-file-source.title	Game file download source	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.game-file-source.description	Source for Minecraft game files (client JAR, libraries, assets). Auto: tries Mojang official first, falls back to BMCLAPI on failure. BMCLAPI First: tries mirror first, falls back to official.	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.game-file-source.bmclapi-first	BMCLAPI First	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.game-file-source.auto	Auto (Recommended)	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.game-file-source.mojang-only	Mojang Official Only	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.community-source.title	Community resource download source	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.community-source.description	Source for Modrinth mod file downloads. Auto: tries Modrinth official first, falls back to MCIMirror on failure. MCIMirror First: tries mirror first, falls back to official. Content browsing always uses Modrinth API.	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.community-source.mcimirror-first	MCIMirror First	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.community-source.auto	Auto (Recommended)	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.community-source.modrinth-only	Modrinth Official Only	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.max-concurrent-downloads.title	Maximum concurrent downloads	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.max-concurrent-downloads.description	The maximum amount of files the launcher can download at the same time. Set this to a lower value if you have a poor internet connection. (app restart required to take effect)	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.max-concurrent-writes.title	Maximum concurrent writes	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.max-concurrent-writes.description	The maximum amount of files the launcher can write to the disk at once. Set this to a lower value if you are frequently getting I/O errors. (app restart required to take effect)	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.db-backups.title	App database backups	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.db-backups.button	Open backups folder	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.db-backups.description	Backups of important app data are stored here in case you need to recover them later.	components\ui\settings\ResourceManagementSettings.vue
app.resource-management.select-app-directory	Select a new app directory	components\ui\settings\ResourceManagementSettings.vue
app.skins.modal.edit-title	Editing skin	components\ui\skin\EditSkinModal.vue
app.skins.modal.add-title	Adding a skin	components\ui\skin\EditSkinModal.vue
app.skins.modal.texture-section	Texture	components\ui\skin\EditSkinModal.vue
app.skins.modal.replace-texture-button	Replace texture	components\ui\skin\EditSkinModal.vue
app.skins.modal.arm-style-section	Arm style	components\ui\skin\EditSkinModal.vue
app.skins.modal.arm-style-wide	Wide	components\ui\skin\EditSkinModal.vue
app.skins.modal.arm-style-slim	Slim	components\ui\skin\EditSkinModal.vue
app.skins.modal.cape-section	Cape	components\ui\skin\EditSkinModal.vue
app.skins.modal.no-cape-tooltip	No cape	components\ui\skin\EditSkinModal.vue
app.skins.modal.none-cape-option	None	components\ui\skin\EditSkinModal.vue
app.skins.modal.cape-fallback-name	Cape	components\ui\skin\EditSkinModal.vue
app.skins.modal.saving-tooltip	Saving...	components\ui\skin\EditSkinModal.vue
app.skins.modal.upload-skin-first-tooltip	Upload a skin first!	components\ui\skin\EditSkinModal.vue
app.skins.modal.make-edit-first-tooltip	Make an edit to the skin first!	components\ui\skin\EditSkinModal.vue
app.skins.modal.add-skin-button	Add skin	components\ui\skin\EditSkinModal.vue
app.skins.modal.save-skin-button	Save skin	components\ui\skin\EditSkinModal.vue
app.skins.section.saved-skins	Saved skins	components\ui\skin\VirtualSkinSectionList.vue
app.skins.add-button	Add skin	components\ui\skin\VirtualSkinSectionList.vue
app.skins.add-button.drag-and-drop	Drag and drop	components\ui\skin\VirtualSkinSectionList.vue
app.skins.edit-button	Edit skin	components\ui\skin\VirtualSkinSectionList.vue
app.skins.delete-button	Delete skin	components\ui\skin\VirtualSkinSectionList.vue
app.splash.updating-directory	Updating app directory...	components\ui\SplashScreen.vue
app.splash.checking-updates	Checking for updates...	components\ui\SplashScreen.vue
app.url-confirm.install-name	Install {name}	components\ui\URLConfirmModal.vue
app.url-confirm.installing-from	Installing {version} from Modrinth	components\ui\URLConfirmModal.vue
app.url-confirm.install	Install	components\ui\URLConfirmModal.vue
app.instance.worlds.remove-server-modal.title	Remove server	components\ui\world\modal\ConfirmRemoveWorldModal.vue
app.instance.worlds.delete-world-modal.title	Delete world	components\ui\world\modal\ConfirmRemoveWorldModal.vue
app.instance.worlds.remove-server-modal.warning-header	Removing {name}	components\ui\world\modal\ConfirmRemoveWorldModal.vue
app.instance.worlds.delete-world-modal.warning-header	Deleting {name}	components\ui\world\modal\ConfirmRemoveWorldModal.vue
app.instance.worlds.remove-server-modal.warning-body	This server will be removed from your server list and from the in-game server list. You can add it again later if you know the address.	components\ui\world\modal\ConfirmRemoveWorldModal.vue
app.instance.worlds.delete-world-modal.warning-body	This world will be permanently deleted from this instance. This action cannot be undone.	components\ui\world\modal\ConfirmRemoveWorldModal.vue
app.instance.worlds.remove-server-modal.remove-button	Remove server	components\ui\world\modal\ConfirmRemoveWorldModal.vue
app.instance.worlds.delete-world-modal.delete-button	Delete world	components\ui\world\modal\ConfirmRemoveWorldModal.vue
app.world.server-modal.placeholder-address	example.modrinth.gg	components\ui\world\modal\ServerModalBody.vue
app.world.server-modal.select-an-option	Select an option	components\ui\world\modal\ServerModalBody.vue
app.world.world-item.incompatible-version	Incompatible version {version}	components\ui\world\WorldItem.vue
app.world.world-item.players-online	{count} online	components\ui\world\WorldItem.vue
app.world.world-item.offline	Offline	components\ui\world\WorldItem.vue
app.world.world-item.not-played-yet	Not played yet	components\ui\world\WorldItem.vue
app.action-bar.installs	Installs	composables\browse\install-job-notifications.ts
app.action-bar.install.retry	Retry	composables\browse\install-job-notifications.ts
app.action-bar.install.dismiss	Dismiss	composables\browse\install-job-notifications.ts
app.action-bar.install.open-instance	Open instance	composables\browse\install-job-notifications.ts
app.action-bar.install.failed	Install failed	composables\browse\install-job-notifications.ts
app.action-bar.install.failed-app-closed	Installation failed due to app closing.	composables\browse\install-job-notifications.ts
app.action-bar.install.failed-network	Installation failed due to a network error.	composables\browse\install-job-notifications.ts
app.action-bar.install.failed-unknown	Installation failed due to an unknown error.	composables\browse\install-job-notifications.ts
app.action-bar.install.unknown-instance	Unknown instance	composables\browse\install-job-notifications.ts
app.install.phase.preparing_instance	Preparing instance	composables\browse\install-job-notifications.ts
app.install.phase.resolving_pack	Resolving content	composables\browse\install-job-notifications.ts
app.install.phase.downloading_pack_file	Downloading pack file	composables\browse\install-job-notifications.ts
app.install.phase.reading_pack_manifest	Reading pack manifest	composables\browse\install-job-notifications.ts
app.install.phase.downloading_content	Downloading content	composables\browse\install-job-notifications.ts
app.install.phase.extracting_overrides	Extracting overrides	composables\browse\install-job-notifications.ts
app.install.phase.resolving_minecraft	Resolving Minecraft	composables\browse\install-job-notifications.ts
app.install.phase.resolving_loader	Resolving loader	composables\browse\install-job-notifications.ts
app.install.phase.preparing_java	Preparing Java	composables\browse\install-job-notifications.ts
app.install.phase.downloading_minecraft	Downloading Minecraft	composables\browse\install-job-notifications.ts
app.install.phase.running_loader_processors	Running loader processors	composables\browse\install-job-notifications.ts
app.install.phase.finalizing	Finalizing	composables\browse\install-job-notifications.ts
app.install.phase.rolling_back	Rolling back	composables\browse\install-job-notifications.ts
app.install.phase.preparing_java.resolving	Preparing Java {version}	composables\browse\install-job-notifications.ts
app.install.phase.preparing_java.fetching-metadata	Fetching Java {version}	composables\browse\install-job-notifications.ts
app.install.phase.preparing_java.downloading	Downloading Java {version}	composables\browse\install-job-notifications.ts
app.install.phase.preparing_java.extracting	Extracting Java {version}	composables\browse\install-job-notifications.ts
app.install.phase.preparing_java.validating	Validating Java {version}	composables\browse\install-job-notifications.ts
app.browse.add-to-instance	Add to instance	composables\browse\use-app-server-browse.ts
app.browse.add-to-instance-name	Add to {instanceName}	composables\browse\use-app-server-browse.ts
app.browse.added	Added	composables\browse\use-app-server-browse.ts
app.browse.already-added	Already added	composables\browse\use-app-server-browse.ts
app.browse.add-servers-to-instance	Adding server to instance	pages\Browse.vue
app.browse.add-to-an-instance	Add to an instance	pages\Browse.vue
app.browse.discover-content	Discover content	pages\Browse.vue
app.browse.discover-servers	Discover servers	pages\Browse.vue
app.browse.hide-added-servers	Hide already added servers	pages\Browse.vue
app.browse.server.installing	Installing	pages\Browse.vue
app.browse.back-to-instance	Back to instance	pages\Browse.vue
app.browse.server-instance-content-warning	Adding content can break compatibility when joining the server. Any added content will also be lost when you update the server instance content.	pages\Browse.vue
app.browse.project-type.modpacks	Modpacks	pages\Browse.vue
app.browse.project-type.servers	Servers	pages\Browse.vue
app.browse.project-type.modpacks	Modpacks	pages\Browse.vue
app.browse.project-type.mods	Mods	pages\Browse.vue
app.browse.project-type.resource-packs	Resource Packs	pages\Browse.vue
app.browse.project-type.data-packs	Data Packs	pages\Browse.vue
app.browse.project-type.shaders	Shaders	pages\Browse.vue
app.browse.project-type.worlds	Worlds	pages\Browse.vue
app.browse.source.modrinth	Modrinth	pages\Browse.vue
app.browse.source.curseforge	CurseForge	pages\Browse.vue
app.browse.worlds-modrinth-empty	Modrinth does not host worlds. Switch to CurseForge to browse world saves.	pages\Browse.vue
app.create-instance.title	Create new instance	pages\CreateInstance.vue
app.create-instance.step.version	Game version	pages\CreateInstance.vue
app.create-instance.step.loader	Loader	pages\CreateInstance.vue
app.create-instance.step.config	Final config	pages\CreateInstance.vue
app.create-instance.search-placeholder	Search versions...	pages\CreateInstance.vue
app.create-instance.show-all	Show snapshots and old versions	pages\CreateInstance.vue
app.create-instance.group.latest	Latest versions	pages\CreateInstance.vue
app.create-instance.group.releases	Releases	pages\CreateInstance.vue
app.create-instance.group.snapshots	Snapshots	pages\CreateInstance.vue
app.create-instance.group.old-beta	Old Beta	pages\CreateInstance.vue
app.create-instance.group.old-alpha	Old Alpha	pages\CreateInstance.vue
app.create-instance.no-versions	No versions found	pages\CreateInstance.vue
app.create-instance.select-version-hint	Select a Minecraft version to continue	pages\CreateInstance.vue
app.create-instance.selected-game-version	Selected Minecraft version	pages\CreateInstance.vue
app.create-instance.change-version	Change	pages\CreateInstance.vue
app.create-instance.select-loader-hint	Expand a loader card to choose a version, or select Vanilla	pages\CreateInstance.vue
app.create-instance.loader.vanilla	Vanilla	pages\CreateInstance.vue
app.create-instance.loader.vanilla.desc	No mod loader	pages\CreateInstance.vue
app.create-instance.loader.versions-available	{count} versions available	pages\CreateInstance.vue
app.create-instance.loader.no-versions	No compatible versions	pages\CreateInstance.vue
app.create-instance.loader.incompatible	Incompatible with {version}	pages\CreateInstance.vue
app.create-instance.loader.not-supported	Not supported yet	pages\CreateInstance.vue
app.create-instance.loader.selected	Selected: {version}	pages\CreateInstance.vue
app.create-instance.loader-version.label	Loader version	pages\CreateInstance.vue
app.create-instance.name.label	Instance name	pages\CreateInstance.vue
app.create-instance.name.placeholder	Enter instance name	pages\CreateInstance.vue
app.create-instance.image-filter	Images	pages\CreateInstance.vue
app.create-instance.icon.select	Select icon	pages\CreateInstance.vue
app.create-instance.icon.remove	Remove icon	pages\CreateInstance.vue
app.create-instance.create	Create instance	pages\CreateInstance.vue
app.create-instance.creating	Creating...	pages\CreateInstance.vue
app.create-instance.instance-created	Instance created	pages\CreateInstance.vue
app.create-instance.versions	versions	pages\CreateInstance.vue
app.create-instance.stable	Stable	pages\CreateInstance.vue
app.create-instance.game-version	Game version	pages\CreateInstance.vue
app.create-instance.loader	Loader	pages\CreateInstance.vue
app.create-instance.loader-version	Loader version	pages\CreateInstance.vue
app.downloads.title	Downloads	pages\Downloads.vue
app.downloads.no-downloads	No downloads	pages\Downloads.vue
app.downloads.no-downloads-description	There are no active or recent downloads.	pages\Downloads.vue
app.downloads.refresh	Refresh	pages\Downloads.vue
app.downloads.cancel	Cancel	pages\Downloads.vue
app.downloads.pause	Pause	pages\Downloads.vue
app.downloads.resume	Resume	pages\Downloads.vue
app.downloads.retry	Retry	pages\Downloads.vue
app.downloads.dismiss	Dismiss	pages\Downloads.vue
app.downloads.created	Created	pages\Downloads.vue
app.downloads.updated	Updated	pages\Downloads.vue
app.downloads.error	Error	pages\Downloads.vue
app.downloads.unknown-job	Install job	pages\Downloads.vue
app.install.phase.preparing_instance	Preparing instance	pages\Downloads.vue
app.install.phase.resolving_pack	Resolving pack	pages\Downloads.vue
app.install.phase.downloading_pack_file	Downloading pack	pages\Downloads.vue
app.install.phase.reading_pack_manifest	Reading manifest	pages\Downloads.vue
app.install.phase.downloading_content	Downloading content	pages\Downloads.vue
app.install.phase.extracting_overrides	Extracting files	pages\Downloads.vue
app.install.phase.resolving_minecraft	Resolving Minecraft	pages\Downloads.vue
app.install.phase.resolving_loader	Resolving loader	pages\Downloads.vue
app.install.phase.preparing_java	Preparing Java	pages\Downloads.vue
app.install.phase.downloading_minecraft	Downloading Minecraft	pages\Downloads.vue
app.install.phase.running_loader_processors	Running processors	pages\Downloads.vue
app.install.phase.finalizing	Finalizing	pages\Downloads.vue
app.install.phase.rolling_back	Rolling back	pages\Downloads.vue
app.downloads.status.queued	Queued	pages\Downloads.vue
app.downloads.status.running	Running	pages\Downloads.vue
app.downloads.status.paused	Paused	pages\Downloads.vue
app.downloads.status.succeeded	Succeeded	pages\Downloads.vue
app.downloads.status.failed	Failed	pages\Downloads.vue
app.downloads.status.interrupted	Interrupted	pages\Downloads.vue
app.downloads.status.canceled	Canceled	pages\Downloads.vue
app.home.title	Home	pages\Index.vue
app.home.welcome-back	Welcome back!	pages\Index.vue
app.home.welcome-to	Welcome to Modrinth App!	pages\Index.vue
app.home.discover-modpack	Discover a modpack	pages\Index.vue
app.home.discover-mods	Discover mods	pages\Index.vue
app.instance.tab.overview	Overview	pages\instance\Index.vue
app.instance.tab.content	Content	pages\instance\Index.vue
app.instance.tab.files	Files	pages\instance\Index.vue
app.instance.tab.worlds	Worlds	pages\instance\Index.vue
app.instance.tab.screenshots	Screenshots	pages\instance\Index.vue
app.instance.tab.resource-packs	Resource packs	pages\instance\Index.vue
app.instance.tab.shader-packs	Shader packs	pages\instance\Index.vue
app.instance.tab.logs	Logs	pages\instance\Index.vue
app.instance.never-played	Never played	pages\instance\Index.vue
app.instance.linked-to	Linked to	pages\instance\Index.vue
app.instance.installing	Installing...	pages\instance\Index.vue
app.instance.repair	Repair	pages\instance\Index.vue
app.instance.stopping	Stopping...	pages\instance\Index.vue
app.instance.stop	Stop	pages\instance\Index.vue
app.instance.play	Play	pages\instance\Index.vue
app.instance.join-server	Join server	pages\instance\Index.vue
app.instance.launch-instance	Launch instance	pages\instance\Index.vue
app.instance.starting	Starting...	pages\instance\Index.vue
app.instance.instance-settings	Instance settings	pages\instance\Index.vue
app.instance.share-instance	Share instance	pages\instance\Index.vue
app.instance.create-server	Create a server	pages\instance\Index.vue
app.instance.open-folder	Open folder	pages\instance\Index.vue
app.instance.export-modpack	Export modpack	pages\instance\Index.vue
app.instance.create-shortcut	Create shortcut	pages\instance\Index.vue
app.instance.add-content	Add content	pages\instance\Index.vue
app.instance.edit	Edit	pages\instance\Index.vue
app.instance.copy-path	Copy path	pages\instance\Index.vue
app.instance.copy-link	Copy link	pages\instance\Index.vue
app.instance.open-in-modrinth	Open in Modrinth	pages\instance\Index.vue
app.instance.copy-names	Copy names	pages\instance\Index.vue
app.instance.copy-slugs	Copy slugs	pages\instance\Index.vue
app.instance.copy-links	Copy links	pages\instance\Index.vue
app.instance.toggle-selected	Toggle selected	pages\instance\Index.vue
app.instance.disable-selected	Disable selected	pages\instance\Index.vue
app.instance.enable-selected	Enable selected	pages\instance\Index.vue
app.instance.show-hide-unselected	Show/Hide unselected	pages\instance\Index.vue
app.instance.update-selected	Update selected	pages\instance\Index.vue
app.instance.update-all	Update all	pages\instance\Index.vue
app.instance.select-updatable	Select Updatable	pages\instance\Index.vue
app.instance.shortcut-created	Shortcut created	pages\instance\Index.vue
app.instance.shortcut-error	Error creating shortcut	pages\instance\Index.vue
app.instance.breadcrumb	Instance	pages\instance\Index.vue
app.instance.logs.live-log	Live Log	pages\instance\Logs.vue
app.instance.logs.unknown	Unknown	pages\instance\Logs.vue
app.instance.logs.log-n	Log {n}	pages\instance\Logs.vue
app.instance.logs.delete-disabled	Cannot delete latest.log while the instance is running	pages\instance\Logs.vue
app.instance.mods.share-title	Sharing modpack content	pages\instance\Mods.vue
app.instance.mods.share-text	Check out the projects I'm using in my modpack!	pages\instance\Mods.vue
app.instance.mods.successfully-uploaded	Successfully uploaded	pages\instance\Mods.vue
app.instance.mods.project-was-added	"{name}" was added	pages\instance\Mods.vue
app.instance.mods.projects-were-added	{count} projects were added	pages\instance\Mods.vue
app.instance.mods.content-type-project	project	pages\instance\Mods.vue
app.instance.mods.bulk-update.resolving-versions	Resolving versions...	pages\instance\Mods.vue
app.instance.mods.bulk-update.downloading-projects	Downloading {current, number}/{total, number} projects...	pages\instance\Mods.vue
app.instance.mods.bulk-update.finishing	Finishing update...	pages\instance\Mods.vue
app.instance.overview.information	Information	pages\instance\Overview.vue
app.instance.overview.game-version	Game version	pages\instance\Overview.vue
app.instance.overview.loader	Loader	pages\instance\Overview.vue
app.instance.overview.loader-version	Loader version	pages\instance\Overview.vue
app.instance.overview.install-stage	Status	pages\instance\Overview.vue
app.instance.overview.created	Created	pages\instance\Overview.vue
app.instance.overview.last-played	Last played	pages\instance\Overview.vue
app.instance.overview.play-time	Play time	pages\instance\Overview.vue
app.instance.overview.link-type	Source	pages\instance\Overview.vue
app.instance.overview.update-channel	Update channel	pages\instance\Overview.vue
app.instance.overview.status.installed	Installed	pages\instance\Overview.vue
app.instance.overview.status.not-installed	Not installed	pages\instance\Overview.vue
app.instance.overview.status.installing	Installing	pages\instance\Overview.vue
app.instance.overview.status.pack-installed	Modpack installed	pages\instance\Overview.vue
app.instance.overview.status.pack-installing	Modpack installing	pages\instance\Overview.vue
app.instance.overview.status.minecraft-installing	Minecraft installing	pages\instance\Overview.vue
app.instance.overview.never-played	Never played	pages\instance\Overview.vue
app.instance.overview.link-type.modrinth-modpack	Modrinth modpack	pages\instance\Overview.vue
app.instance.overview.link-type.server-project	Server project	pages\instance\Overview.vue
app.instance.overview.link-type.server-modpack	Server modpack	pages\instance\Overview.vue
app.instance.overview.link-type.imported-modpack	Imported modpack	pages\instance\Overview.vue
app.instance.overview.link-type.hosting	Hosting	pages\instance\Overview.vue
app.instance.overview.link-type.shared-instance	Shared instance	pages\instance\Overview.vue
app.instance.screenshots.search-placeholder	Search {count} screenshots...	pages\instance\Screenshots.vue
app.instance.screenshots.open-folder	Open folder	pages\instance\Screenshots.vue
app.instance.screenshots.none-heading	No screenshots yet	pages\instance\Screenshots.vue
app.instance.screenshots.none-description	Screenshots taken in-game will appear here	pages\instance\Screenshots.vue
app.instance.screenshots.open	Open	pages\instance\Screenshots.vue
app.instance.screenshots.copy	Copy to clipboard	pages\instance\Screenshots.vue
app.instance.screenshots.delete	Delete	pages\instance\Screenshots.vue
app.instance.screenshots.confirm-delete	Are you sure you want to delete "{name}"?	pages\instance\Screenshots.vue
app.instance.screenshots.deleted	Screenshot deleted	pages\instance\Screenshots.vue
app.instance.screenshots.copied	Path copied to clipboard	pages\instance\Screenshots.vue
app.instance.worlds.search-worlds-placeholder	Search {count} worlds...	pages\instance\Worlds.vue
app.instance.worlds.add-server	Add server	pages\instance\Worlds.vue
app.instance.worlds.browse-servers	Browse servers	pages\instance\Worlds.vue
app.instance.worlds.no-worlds-heading	No servers or worlds added	pages\instance\Worlds.vue
app.instance.worlds.no-worlds-description	Add a server or browse to get started	pages\instance\Worlds.vue
app.instance.worlds.filter-vanilla	Vanilla	pages\instance\Worlds.vue
app.instance.worlds.filter-modded	Modded	pages\instance\Worlds.vue
app.instance.worlds.filter-online	Online	pages\instance\Worlds.vue
app.instance.worlds.filter-offline	Offline	pages\instance\Worlds.vue
app.library.title	Library	pages\library\Index.vue
app.library.all-instances	All instances	pages\library\Index.vue
app.library.modpacks	Modpacks	pages\library\Index.vue
app.library.servers	Servers	pages\library\Index.vue
app.library.custom	Custom	pages\library\Index.vue
app.library.shared-with-me	Shared with me	pages\library\Index.vue
app.library.saved	Saved	pages\library\Index.vue
app.library.no-instances	No instances found	pages\library\Index.vue
app.library.create-new-instance	Create new instance	pages\library\Index.vue
app.project.install-context.back-to-browse	Back to discover	pages\project\Index.vue
app.project.install-context.install-content-to-instance	Install content to instance	pages\project\Index.vue
app.project.install-button.already-installed	This project is already installed	pages\project\Index.vue
app.skins.title	Skin selector	pages\Skins.vue
app.skins.section.modrinth-pride	Modrinth Pride	pages\Skins.vue
app.skins.section.modrinth-pride.tooltip	You received these skins for donating to a Modrinth Pride fundraiser during Pride Month.	pages\Skins.vue
app.skins.section.modrinth	Modrinth	pages\Skins.vue
app.skins.section.default-skins	Default skins	pages\Skins.vue
app.skins.section.minecon-earth-2017	Builders & Biomes	pages\Skins.vue
app.skins.section.striding-hero	Striding Hero	pages\Skins.vue
app.skins.section.the-garden-awakens	The Garden Awakens	pages\Skins.vue
app.skins.section.chase-the-skies	Chase the Skies	pages\Skins.vue
app.skins.section.the-copper-age	The Copper Age	pages\Skins.vue
app.skins.section.mounts-of-mayhem	Mounts of Mayhem	pages\Skins.vue
app.skins.section.tiny-takeover	Tiny Takeover	pages\Skins.vue
app.skins.section.chaos-cubed	Chaos Cubed	pages\Skins.vue
app.skins.rate-limit.title	Slow down!	pages\Skins.vue
app.skins.rate-limit.text	You're changing your skin too frequently. Mojang's servers have temporarily blocked further requests. Please wait a moment before trying again.	pages\Skins.vue
app.skins.dropped-file-error.title	Error processing file	pages\Skins.vue
app.skins.dropped-file-error.text	Failed to read the dropped file.	pages\Skins.vue
app.skins.reorder-error.title	Failed to reorder skins	pages\Skins.vue
app.skins.reorder-error.text	Your skin order could not be saved.	pages\Skins.vue
app.skins.delete-modal.title	Are you sure you want to delete this skin?	pages\Skins.vue
app.skins.delete-modal.description	This will permanently delete the selected skin. This action cannot be undone.	pages\Skins.vue
app.skins.previewing-badge	Previewing	pages\Skins.vue
app.skins.apply-button	Apply	pages\Skins.vue
app.skins.preview.edit-button	Edit skin	pages\Skins.vue
app.skins.sign-in.rinthbot-alt	Excited Modrinth Bot	pages\Skins.vue
app.skins.sign-in.title	Please sign in	pages\Skins.vue
app.skins.sign-in.description	Please sign into your Minecraft account to use the skin management features of the Modrinth app.	pages\Skins.vue
app.skins.sign-in.button	Sign In	pages\Skins.vue
app.worlds.title	Worlds	pages\Worlds.vue
app.content-install.no-compatible-versions	No available versions match {compatibilityLabel}. Select a version to install anyway. Dependencies will not be installed automatically.	providers\content-install.ts